IRN,ZF/PF no.,Square,Genus,,Species,Sub-species,Notes on slides,Era,Grade,No. of individuals,Observations Marina,Buckley Slide/SL,Museum no.,Vessel,Station no.,Collection date,Residue OBD IRN,Collection info,Sea Depth NOAA (m),Sea Depth (m),Sea Depth (fms),Sea Depth (feet),tow,Sample depth MIN (cm),Sample depth MAX (cm),Lat degrees,Lat minutes,Lat seconds,Lat N/S,Long degrees,Long minutes,Long seconds,Long W/E,Lat decimal,Long decimal,Ocean/Sea
5271921,6161,1,Globigerina,,quinqueloba,,dissected specimens,,,10,,20,"1959,440b(3)",Voringen,353,10/08/1878,14452,,-2468,,,,,,,77,58,0,N,5,10,0,E,77.96667,5.16667,Artic Atlantic ocean
,6161,2,Globigerina,,quinqueloba,,dissected specimens,,,12,,20,"1957,328(55)",HMS Vidal,55,16/08/55,13652,Baillie rod,-3220,,,,,,,70,22,0,N,1,6,0,E,70.36667,1.1,Artic Atlantic ocean
,6161,3,Globigerina,,quinqueloba,,dissected specimens,,,12,,20,,USS Rehoboth,R9-6,31/07/51,15729,,-1472,1289,705,,,,,62,21,0,N,27,37,0,W,62.35,-27.61667,Atlantic ocean Artic
5271922,6162,*,Globigerina,,quinqueloba,,,,,14,,221,"1,963,923",RV Spencer F. Baird,DWBG 70,07/12/57,16648,,-2677,2580,1411,,,0,8,48,28,30,S,113,17,0,W,-48.475,-113.28333,Pacific Ocean
5271923,6163,,Globigerina,,quinqueloba,,,,,3,Residue OBD: 01/01/1958,259,,RV Spencer F. Baird,DWBG 120,01/02/58,16651,,-3039,3060,1673,,,13,20,27,56,0,S,106,55,0,W,-27.93333,-106.91667,Pacific Ocean
5271924,6164,,Globigerina,,quinqueloba,,,,,5,,275,,RV Spencer F. Baird,DWBG 121,03/02/58,16652,,-2819,3320,1815,,,10,14,27,9,0,S,109,50,0,W,-27.15,-109.83333,Pacific ocean
5271926,6165,,Globigerina,,quinqueloba,,,,,7,,687,,RNZFA Tui,N.Z.1.0.A.315,19/08/56,17031,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271928,6166,,Globigerina,,quinqueloba,,,,,8,,700,,HMNZS Pukaki,N.Z.1.0.B.32,01/01/57,17262,,-746,768,420,,,,,53,38,0,S,169,52,0,E,-53.63333,169.86667,Pacific ocean
5271929,6167,*,Globigerina,,quinqueloba,,,Zone N21,,6,,1603,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18527,,-3735,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5271930,6168,,Globigerina,,hexagona,,"P13; TopoTYPEs, paper note: ""See G. hexagona draw on 22 topoTYPEs of G. quinqueloba from Natland""",,,3,"""Locality"" info was on the slide",,,Locality 111,,,,,,,,,,,,,,,,,,,,,,
,6168,,Globigerina,,minuta,,P13; TopoTYPEs,,,1,"I am not sure if the 1963,381 tag was for the whole slide, or just the last part",,"1,963,381",Locality 117 ,111,,16381,,-845,,,,,,,33,27,20,N,118,19,0,W,33.45556,-118.31667,Pacific ocean near coast
,6168,,Globigerina,,quinqueloba,,P13; TopoTYPEs,,,4,,,,Locality 118,,,,,,,,,,,,,,,,,,,,,,
5271931,6169,,Globigerina,,falconensis,,"See Parker 1962 (Micropaleontology V8 No2), figs 14, 16-19",,,5,,76,,RV Spencer F. Baird,DWBG 74,11/12/57,16649,,-3141,3220,1761,,,3,7,43,43,0,S,107,36,0,W,-43.71667,-107.6,Pacific Ocean
5271932,6170,,Globigerina,,falconensis,,Parker after Blow(?),,,9,,129,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5271933,6171,,Globigerina,,falconensis,,identification conflict,,,3,,277,,RV Spencer F. Baird,DWBG 121,03/02/58,16652,,-2819,3320,1815,,,10,14,27,9,0,S,109,50,0,W,-27.15,-109.83333,Pacific ocean
5271934,6172,,Globigerina,,falconensis,,,,,2,,616,,RNZFA Tui,N.Z.1.0.B.74,09/09/58,17273,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5271935,6173,*,Globigerina,,falconensis,,,,,30,,639,,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,17240,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5271936,6174,,Globigerina,,falconensis,,,,,17,,689,,RNZFA Tui,N.Z.1.0.A.315,19/08/56,17031,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271937,6175,,Globigerina,,falconensis,,,,,12,,1074,,Eltanin Cruise 24,no.1601,,,,-5376,0-200,,,1,tow,tow,42,30,0,S,147,57,0,W,-42.5,-147.95,Pacific ocean
5271938,6176,,Globigerina,,falconensis,,P14 ; Blow ; plastic slide,,,3,Slide: Long 109 9 W,,,RV Spencer F. Baird,DWBG 73,11/12/57,16367,,-3132,3080,,,,0,2,43,48,0,S,108,9,0,W,-43.8,-108.15,Pacific Ocean
5271939,6177,,Globigerina,,falconensis,,P15 ; Blow,,,16,,,"1,963,369",RV Spencer F. Baird,DWBG 73,11/12/57,16367,,-3132,3080,1684,,,0,2,43,48,0,S,108,9,0,W,-43.8,-108.15,Pacific Ocean
5271940,6178,*,Globigerina,,falconensis,,identification conflict,,,5,,588,M.4944,HMIMS Investigator,15,22/11/06,35818,,-2680,2140,1170,,,,,20,36,32,N,68,50,25,E,20.44222,68.84028,Indian ocean/Arabian sea
5271941,6179,,Globigerina,,falconensis,,Blow,U. Miocene,,8,,1123,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,-1134,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5271943,6180,,Globigerina,,falconensis,,,Zone N21,,11,Slide: Long 6 4  E,1176,"1968,O242",RV Argo,Dodo 117 P,18/06/64,18483,Piston core,-3407,3398,1858,,,99,102,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5271944,6181,,Globigerina,,digitata,,Hastigerinella? ; TYPE. Locality,,,4,,124,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5271945,6182,*,Globigerina,,digitata,,,,,3,,162,,RV Horizon,Cap HG 38,01/02/53,16641,,-3617,3590,1963,,,4,8,14,16,24,S,120,40,48,W,-14.27333,-120.68,Pacific ocean
5271946,6183,,Globigerina,,digitata,,,,,2,,219,"1,963,923",RV Spencer F. Baird,DWBG 70,07/12/57,16648,,-2677,2580,1411,,,0,8,48,28,30,S,113,17,0,W,-48.475,-113.28333,Pacific Ocean
5271947,6184,*,Globigerina,,digitata,,,,,10,Residue OBD: 01/01/1958,249,,RV Spencer F. Baird,DWBG 120,01/02/58,16651,,-3039,3060,1673,,,13,20,27,56,0,S,106,55,0,W,-27.93333,-106.91667,Pacific Ocean
5271948,6185,,Globigerina,,digitata,,,,,4,,269,,RV Spencer F. Baird,DWBG 121,03/02/58,16652,,-2819,3320,1815,,,10,14,27,9,0,S,109,50,0,W,-27.15,-109.83333,Pacific ocean
5271950,6186,,Globigerina,,digitata,,,,,7,,326,"1,963,930",RV Horizon,DWHG 79,07/02/58,16656,,-3362,,,,,7,11,23,36,30,S,118,13,30,W,-23.60833,-118.225,Pacific ocean
5271951,6187,,Globigerina,,digitata,,,,127-250 mu,4,,353,96626 (A52),HEMS Mabahiss,167,25/04/34,30724,,-4346,4042,2210,,,4,5.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5271952,6188,,Globigerina,,digitata,,,,,3,,381,M.3787,HMS Egeria,,31/10/1887,34671,,-2708,2869,1569,,,,,19,34,0,S,64,38,0,E,-19.56667,64.63333,Indian ocean
5271953,6189,,Globigerina,,digitata,,,,,3,,395,M.7525.A,HMS Sealark,,31/07/05,37190,,-3322,3919,2143,,,,,12,7,0,S,64,7,30,E,-12.11667,64.125,Indian ocean
5271954,6190,,Globigerina,,digitata,,,,127-250 mu,3,,416,M.4292,HMS Egeria,,01/04/1894,35238,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5271955,6191,,Globigerina,,digitata,,,,,2,"Slide: 02/11/1905, Lat 2 41 1 S",444,M.7488,HMS Sealark,186,12/11/05,37149,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5271956,6192,,Globigerina,,digitata,,,,127-250 mu,1,"Slide: 02/11/1905, Lat 2 41 1 S",451,M.7488,HMS Sealark,186,12/11/05,37149,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5271957,6193,,Globigerina,,digitata-bulloides-crassaformis,,,,127-250 mu,6,,472,M.7487,HMS Sealark,181,09/11/05,37148,,-3507,3758,2055,,,,,7,35,30,S,61,29,0,E,-7.59167,61.48333,Indian ocean
5271958,6194,,Globigerina,,digitata,,,,127-250 mu,3,,502,M.3791,HMS Egeria,XX,12/11/1887,34676,,-4646,4510,2466,,,,,23,14,5,S,56,18,15,E,-23.23472,56.30417,Indian ocean
5271959,6195,,Globigerina,,digitata,,,,127-250 mu,6,,517,M.3793,HMS Egeria,XII,16/11/1887,34678,,-4211,4228,2312,,,,,29,56,0,S,54,6,0,E,-29.93333,54.1,Indian ocean
5271960,6196,,Globigerina,,digitata,,,,127-250 mu,2,,535,M.5248,HMS Penguin,12,17/04/1891,36057,,-3829,3758,2055,,,,,24,53,30,S,110,23,30,E,-24.89167,110.39167,Indian ocean near coast
5271961,6197,,Globigerina,,digitata,,,,+250 mu,1,,551,M.5246,HMS Penguin,9,16/04/1891,36053,,-3350,3676,2010,,,,,26,56,12,S,111,10,54,E,-26.93667,111.18167,Indian ocean near coast
5271962,6198,,Globigerina,,digitata,,,,,2,,600,96626 (A52),HEMS Mabahiss,167,25/04/34,30724,,-4346,4042,2210,,,0,3.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5271964,6199,,Globigerina,,digitata,,,,,4,,610,,RNZFA Tui,N.Z.1.0.B.74,09/09/58,17273,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5271965,6200,*,Globigerina,,digitata,,,,,7,,625,,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,17240,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5271966,6201,,Globigerina,,digitata,,,,,2,Slide: Long 178 50 E,651,,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,17229,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5271967,6202,,Globigerina,,digitata,,,,,2,,679,,RNZFA Tui,N.Z.1.0.A.315,19/08/56,17031,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271968,6203,,Globigerina,,digitata + unknows,,,,,4,,789,M.4080,HMS Egeria,,26/08/1889,34993,,-2519,2579,1410,,,,,15,39,0,S,179,3,45,W,-15.65,-179.0625,Pacific ocean
5271969,6204,*,Globigerina,,digitata,,,Pleistocene Gunz,,1,Sample depth: 555-558?,832,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,-3881,3795,2075,,,55,58,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5271971,6205,,Globigerina,,digitata,,,Pleistocene Gunz,,4,,851,"1965,O41",RV Vema ,V 16-23,12/11/59,17382,,-4298,4886,2672,,,950,953,13,15,0,N,40,40,0,W,13.25,-40.66667,Atlantic ocean
5271972,6206,,Globigerina,,digitata,,,,,1,"Residual IRN related to 1965,O40 (and not 1965,O206)",969,"1965,O206",RV Vema,V 16-21,09/11/59,17371,,-3881,3795,2075,,,80,82,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5271973,6207,,Globigerina,,digitata,,,Pleistocene Gunz,,5,Sample depth: 5-8?,947,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,-4123,3380,1848,,,5,6,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5271974,6208,,Globigerina,,digitata,,,,,1,,976,"1965,O208",RV Argo,A 185-7,,17163,,-2910,2470,1351,,,151,152,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5271975,6209,,Globigerina,,digitata,,,Zone N21,,2,,1599,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18527,,-3735,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5271976,6210,,Globigerina,,digitata + ?,,,Zone N19,,5,,1277,"1968,O381",RV Spencer F. Baird,CAP 38 BP,02/02/53,18530,,-3735,3400,1859,,,575,578,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5271977,6211,,Globigerina,,digitata,,,Zone N20,,1,Slide: Long 6 4  E,1187,"1968,O243",RV Argo,Dodo 117 P,18/06/64,18484,Piston core,-3407,3398,1858,,,251,254,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5271978,6212,,Globigerina,,incompta,,P16 ; Cifelli,,,3,No residue IRN - slides from Museum Washington D.C.,,"1,962,162",Albatross,D2335,,,Bottom sediment of Havana Cuba,-136,373,204,,,,,23,10,0,N,82,20,0,W,23.16667,-82.33333,Atlantic ocean near coast; Mexico Gulf
5271979,6213,,Globigerina,,incompta,,P17 ; Cifelli ; Coll. May 1961,,,10,No residue IRN - slides from Museum Washington D.C.,,"1,962,163",,,,,Oblique tow,-157,0-200,,,1,tow,tow,40,6,0,N,71,3,0,W,40.1,-71.05,Atlantic ocean near coast
5271980,6214,*,Globigerinoides,,sacculifera,,,,,17,,91,,RV Spencer F. Baird,DWBG 137,15/02/58,16654,,-2712,2770,1515,,,5,9,9,53,0,S,110,41,0,W,-9.88333,-110.68333,Pacific ocean
5271981,6215,,Globigerinoides,,sacculifera,,,,,11,,97,,RV Horizon,Cap HG 40,02/02/53,16642,,-3641,3550,1941,,,1,4,15,13,6,S,117,30,24,W,-15.21833,-117.50667,Pacific ocean
5271982,6216,*,Globigerinoides,,sacculifera,,,,,14,,111,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5271983,6217,,Globigerinoides,,sacculifera-triloba,,,,,5,look different,119,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5271985,6218,,Globigerinoides,,sacculifera,,,,,15,(or 11),159,"1,963,367",Capricorn,BG 24,03/01/53,16365,,-4347,2780,1520,,,5,10,19,28,30,S,173,44,0,W,-19.475,-173.73333,Pacific ocean
5271986,6219,,Globigerinoides,,sacculifera,,,,,14,,149,,RV Horizon,Cap HG 37,31/01/53,16640,,-3456,3850,2105,,,4,8,13,5,30,S,124,16,48,W,-13.09167,-124.28,Pacific ocean
5271987,6220,*,Globigerinoides,,sacculifera,,,,,16,(or 16),157,,RV Horizon,Cap HG 38,01/02/53,16641,,-3617,3590,1963,,,4,8,14,16,24,S,120,40,48,W,-14.27333,-120.68,Pacific ocean
5271989,6221,,Globigerinoides,,sacculifera fistulosa,,,,,18,,176,,RV Spencer F. Baird,DWBG 11,31/10/57,16645,,-3415,4155,2272,,,7,10,5,26,0,N,131,19,0,W,5.43333,-131.31667,Pacific ocean
5271990,6222,,Globigerinoides,,sacculifera,,,,,15,,194,,RV Spencer F. Baird,DWBG 36,23/11/57,16646,,-2312,3680,2012,,,3,7,26,19,0,S,147,7,0,W,-26.31667,-147.11667,Pacific Ocean
5271991,6223,,Globigerinoides,,sacculifera,,,,,14,,229,,RV Spencer F. Baird,DWBG 114,23/01/58,16650,,-3157,3090,1690,,,8,12,18,20,0,S,79,20,30,W,-18.33333,-79.34167,Pacific ocean
5271992,6224,,Globigerinoides,,sacculifera,,,,,12,Residue OBD: 01/01/1958,257,,RV Spencer F. Baird,DWBG 120,01/02/58,16651,,-3039,3060,1673,,,13,20,27,56,0,S,106,55,0,W,-27.93333,-106.91667,Pacific Ocean
5271993,6225,,Globigerinoides,,sacculifera,,,,,13,,265,,RV Spencer F. Baird,DWBG 121,03/02/58,16652,,-2819,3320,1815,,,10,14,27,9,0,S,109,50,0,W,-27.15,-109.83333,Pacific ocean
5271994,6226,,Globigerinoides,,sacculifera,,,,,17,,285,,RV Spencer F. Baird,DWBG 130,11/02/58,16653,Gravity corer,-3034,3120,1706,,,12,15,14,44,0,S,112,6,0,W,-14.73333,-112.1,Pacific ocean
5271995,6227,,Globigerinoides,,sacculifera,,,,,15,,335,"1,963,930",RV Horizon,DWHG 79,07/02/58,16656,,-3362,,,,,7,11,23,36,30,S,118,13,30,W,-23.60833,-118.225,Pacific ocean
5271996,6228,,Globigerinoides,,sacculifera,,,,,15,,306,,RV Argo,MSN 53 G,05/12/60,16657,,-2810,3658,2000,,,4,9,16,25,0,S,66,2,0,E,-16.41667,66.03333,Indian ocean
5271997,6229,,Globigerinoides,,sacculifera,,,,,9,,346,96626 (A52),HEMS Mabahiss,167,25/04/34,30724,,-4346,4042,2210,,,4,5.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5271998,6230,,Globigerinoides,,sacculifera fistulosa,,,,,2,,595,96626 (A52),HEMS Mabahiss,167,25/04/34,30724,,-4346,4042,2210,,,10,10,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5271999,6231,,Globigerinoides,,sacculifera,,,,,9,,380,M.3787,HMS Egeria,,31/10/1887,34671,,-2708,2869,1569,,,,,19,34,0,S,64,38,0,E,-19.56667,64.63333,Indian ocean
5272000,6232,,Globigerinoides,,sacculifera,,,,,14,,401,M.7525.A,HMS Sealark,,31/07/05,37190,,-3322,3919,2143,,,,,12,7,0,S,64,7,30,E,-12.11667,64.125,Indian ocean
5272002,6233,,Globigerinoides,,sacculifera,,,,,11,,425,M.4292,HMS Egeria,,01/04/1894,35238,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5272003,6234,,Globigerinoides,,sacculifera,,,,,23,"Slide: 02/11/1905, Lat 2 41 1 S",437,M.7488,HMS Sealark,186,12/11/05,37149,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5272004,6235,,Globigerinoides,,sacculifera,,,,+250 mu,17,,456,M.7487,HMS Sealark,181,09/11/05,37148,,-3507,3758,2055,,,,,7,35,30,S,61,29,0,E,-7.59167,61.48333,Indian ocean
5272005,6236,,Globigerinoides,,sacculifera,,,,127-250 mu,4,,471,M.7487,HMS Sealark,181,09/11/05,37148,,-3507,3758,2055,,,,,7,35,30,S,61,29,0,E,-7.59167,61.48333,Indian ocean
5272006,6237,,Globigerinoides,,sacculifera,,,,+250 mu,17,,479,M.7469,HMS Sealark,52,29/07/05,37130,,-3694,4082,2232,,,,,8,25,0,S,65,38,0,E,-8.41667,65.63333,Indian ocean
5272008,6238,,Globigerinoides,,sacculifera,,,,+250 mu,5,,492,M.3791,HMS Egeria,XX,12/11/1887,34676,,-4646,4510,2466,,,,,23,14,5,S,56,18,15,E,-23.23472,56.30417,Indian ocean
5272009,6239,,Globigerinoides,,sacculifera,,,,+250 mu,9,,510,M.3793,HMS Egeria,XII,16/11/1887,34678,,-4211,4228,2312,,,,,29,56,0,S,54,6,0,E,-29.93333,54.1,Indian ocean
5272010,6240,,Globigerinoides,,sacculifera,,,,+250 mu,30,,519,M.5248,HMS Penguin,12,17/04/1891,36057,,-3829,3758,2055,,,,,24,53,30,S,110,23,30,E,-24.89167,110.39167,Indian ocean near coast
5272011,6241,,Globigerinoides,,sacculifera,,,,+250 mu,34,,540,M.5246,HMS Penguin,9,16/04/1891,36053,,-3350,3676,2010,,,,,26,56,12,S,111,10,54,E,-26.93667,111.18167,Indian ocean near coast
5272012,6242,,Globigerinoides,,sacculifera,,,,,19,,557,M.5241,HMS Penguin,5,16/04/1891,36043,,-1206,1443,789,,,,,28,0,30,S,112,27,30,E,-28.00833,112.45833,Indian ocean near coast
5272013,6243,,Globigerinoides,,sacculifera,,,,,20,,576,M.4944,HMIMS Investigator,15,22/11/06,35818,,-2680,2140,1170,,,,,20,36,32,N,68,50,25,E,20.44222,68.84028,Indian ocean/Arabian sea
5272014,6244,,Globigerinoides,,sacculifera,,,,,10,,606,,RNZFA Tui,N.Z.1.0.B.74,09/09/58,17273,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5272015,6245,,Globigerinoides,,sacculifera,,,,,20,,635,,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,17240,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5272016,6246,,Globigerinoides,,sacculifera,,,,,15,Slide: Long 178 50 E,663,,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,17229,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5272017,6247,,Globigerinoides,,sacculifera,,,,,23,,708,M.284,HMS Challenger,220,11/03/1875,33668,,-2213,2012,1100,,,,,0,42,0,S,147,0,0,E,-0.7,147,Pacific ocean
5272018,6248,,Globigerinoides,,sacculifera,,,,,30,,724,M.5987,HMS Penguin,,05/05/1897,36515,,-4057,4188,2290,,,,,9,41,0,S,174,37,30,W,-9.68333,-174.625,Pacific ocean
5272019,6249,,Globigerinoides,,sacculifera,,,,,12,,733,M.7037,HMS Penguin,,06/09/1897,36683,,-4634,4243,2320,,,,,1,12,48,N,161,50,12,W,1.21333,-161.83667,Pacific ocean
5465250,6250,,Globigerinoides,,sacculifera,,,,,30,"Slide: 21/05/1898, Long 178 52 E",751,M.5840,HMS Penguin,3,21/05/1896,36361,,-4844,4965,2715,,,,,10,12,53,S,178,0,52,E,-10.21472,178.01444,Pacific ocean
5465251,6251,,Globigerinoides,,sacculifera,,,,,21,Slide: Long 145 41 3 W,775,M.7059,HMS Penguin,723,20/09/1897,36704,,-3952,4071,2226,,,,,13,10,18,S,175,41,18,W,-13.17167,-175.68833,Pacific ocean
5465252,6252,,Globigerinoides,,sacculifera,,,,,31,,782,M.4080,HMS Egeria,,26/08/1889,34993,,-2519,2579,1410,,,,,15,39,0,S,179,3,45,W,-15.65,-179.0625,Pacific ocean
5465253,6253,,Globigerinoides,,sacculifera,,,,,27,Sample depth: 20-23?,816,"1965,O37",RV Vema,V 14-100,25/05/58,17338,,-3663,3910,2138,,,22,23,3,52,0,N,65,31,0,E,3.86667,65.51667,Indian ocean
5465254,6254,,Globigerinoides,,sacculifera,,,Pleistocene G-M,,25,,877,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,-3182,3000,1640,,,205,208,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5465255,6255,,Globigerinoides,,sacculifera,,,Pleistocene Gunz,,34,,894,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,-3182,3000,1640,,,545,548,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5465256,6256,*,Globigerinoides,,sacculifera fistulosa,,,Pliocene,,8,,909,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,-3182,3000,1640,,,625,628,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5465257,6257,*,Globigerinoides,,sacculifera,,,Pliocene,,24,,911,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,-3182,3000,1640,,,625,628,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5465258,6258,,Globigerinoides,,sacculifera,,,Pleistocene Gunz,,22,Sample depth: 5-8? Other species as well!,940,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,-4123,3380,1848,,,5,6,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5465259,6259,*,Globigerinoides,,sacculifera fistulosa,,,Pleistocene Gunz,,1,,950,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,-4123,3380,1848,,,125,128,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5465260,6260,,Globigerinoides,,sacculifera,,,Pliocene,,25,,930,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,-4123,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5465261,6261,,Globigerinoides,,sacculifera,,,Pleistocene Gunz,,34,Sample depth: 555-558?,829,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,-3881,3795,2075,,,55,58,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5465262,6262,,Globigerinoides,,sacculifera,,,Pliocene,,32,,835,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,-3881,3795,2075,,,405,408,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5465263,6263,,Globigerinoides,,sacculifera,,,Pleistocene Gunz,,43,,852,"1965,O41",RV Vema ,V 16-23,12/11/59,17382,,-4298,4886,2672,,,950,953,13,15,0,N,40,40,0,W,13.25,-40.66667,Atlantic ocean
5465264,6264,,Globigerinoides,,ruber,,,,,2,,86,,RV Spencer F. Baird,DWBG 137,15/02/58,16654,,-2712,2770,1515,,,5,9,9,53,0,S,110,41,0,W,-9.88333,-110.68333,Pacific ocean
5465265,6265,,Globigerinoides,,ruber,,,,,4,,105,,RV Horizon,Cap HG 40,02/02/53,16642,,-3641,3550,1941,,,1,4,15,13,6,S,117,30,24,W,-15.21833,-117.50667,Pacific ocean
5465266,6266,,Globigerinoides,,ruber,,,,,8,,113,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5465267,6267,*,Globigerinoides,,ruber,,,,,18,,142,"1,963,367",Capricorn,BG 24,03/01/53,16365,,-4347,2780,1520,,,5,10,19,28,30,S,173,44,0,W,-19.475,-173.73333,Pacific ocean
5465268,6268,,Globigerinoides,,ruber,,,,,8,,152,,RV Horizon,Cap HG 37,31/01/53,16640,,-3456,3850,2105,,,4,8,13,5,30,S,124,16,48,W,-13.09167,-124.28,Pacific ocean
5465269,6269,,Globigerinoides,,ruber,,,,,8,,161,,RV Horizon,Cap HG 38,01/02/53,16641,,-3617,3590,1963,,,4,8,14,16,24,S,120,40,48,W,-14.27333,-120.68,Pacific ocean
5465270,6270,,Globigerinoides,,ruber,,,,,7,,182,,RV Spencer F. Baird,DWBG 11,31/10/57,16645,,-3415,4155,2272,,,7,10,5,26,0,N,131,19,0,W,5.43333,-131.31667,Pacific ocean
5465271,6271,,Globigerinoides,,ruber,,,,,8,,190,,RV Spencer F. Baird,DWBG 11,31/10/57,16645,,-3415,4155,2272,,,7,10,5,26,0,N,131,19,0,W,5.43333,-131.31667,Pacific ocean
5465272,6272,,Globigerinoides,,ruber,,,,,24,,193,,RV Spencer F. Baird,DWBG 36,23/11/57,16646,,-2312,3680,2012,,,3,7,26,19,0,S,147,7,0,W,-26.31667,-147.11667,Pacific Ocean
5465273,6273,,Globigerinoides,,ruber,,,,,6,,237,,RV Spencer F. Baird,DWBG 114,23/01/58,16650,,-3157,3090,1690,,,8,12,18,20,0,S,79,20,30,W,-18.33333,-79.34167,Pacific ocean
