IRN,BM no.: (Registration)/BM Number: (BM Number),Quantity: (Sample Information),Object
11881,"BM.1980,O92",,"BM.1980,O92, 44, HMS Hydra, 04/06/1980, 55 23  N; 8 16 22 W; Northeast Atlantic Ocean, underway sampler"
12050,"BM.1938,1290(15)",,"BM.1938,1290(15), 26, HMS Challenger, 10/04/1938, 15 42 8 N; 63 4 8 W; Western Central Atlantic Ocean"
12051,"BM.1938,1290(4)",,"BM.1938,1290(4), 16, HMS Challenger, 07/03/1938, 14 11  N; 63 6 2 W; Western Central Atlantic Ocean"
12052,"BM.1941,1(143)",Small Spec,"BM.1941,1(143), 215, HMS Penguin, 31/07/1895, 20 54 4 S; 175 26 7 W; Western Central Pacific Ocean"
12053,"BM.1946,55(3)",Small specimen,"BM.1946,55(3), 42, HMS Egeria, 18/05/1893, 9 51 15 N; 110 12 40 E; Western Central Pacific Ocean"
12054,"BM.1946,53(1)",Small spec.,"BM.1946,53(1), 19, HMS Penguin, 12/11/1891, 6 5 47 S; 127 57 58 E; Western Central Pacific Ocean"
12055,"BM.1946,53(2)","1 b, 2 pill boxes","BM.1946,53(2), 15, HMS Penguin, 03/11/1891, 7 23 8 S; 128 48 18 E; Western Central Pacific Ocean"
12056,"BM.1946,53(3)",,"BM.1946,53(3), 14, HMS Penguin, 05/11/1891, 7 33 28 S; 128 52 24 E; Western Central Pacific Ocean"
12057,"BM.1946,53(4)","1 b, 2 pill boxes","BM.1946,53(4), 12, HMS Rambler, 06/11/1891, 7 59 5 S; 129 3 36 E; Western Central Pacific Ocean"
12058,"BM.1946,53(5)",,"BM.1946,53(5), a, HMS Penguin, 1893, 8 26 48 S; 135 26 48 E; Western Central Pacific Ocean"
12059,"BM.1946,53(6)",Small spec,"BM.1946,53(6), G, HMS Penguin, 8 37  S; 157 50  E; Western Central Pacific Ocean"
12060,"BM.1946,53(7)",,"BM.1946,53(7), 5, HMS Penguin, 1890, 13 25 24 S; 126 14 18 E; Western Central Pacific Ocean"
12061,"BM.1946,53(8)",,"BM.1946,53(8), 51, HMS Penguin, 15/07/1893, 11 12 48 S; 145 53 30 E; Western Central Pacific Ocean"
12062,"BM.1946,53(9)",,"BM.1946,53(9), J, HMS Penguin, 31 4 0 N; 160 0 0 W; Eastern Central Pacific Ocean"
12063,"BM.1946,54(1)",,"BM.1946,54(1), 3, HMS Stork, 12/11/1891, 2 20 3 N; 46 3 6 E; Western Indian Ocean"
12064,"BM.1946,54(2)",,"BM.1946,54(2), 2, HMS Stork, 11/11/1891, 2 47 12 N; 47 39 45 E; Western Indian Ocean"
12065,"BM.1946,55(1)",,"BM.1946,55(1), 49, HMS Egeria, 19/05/1893, 8 21 25 N; 109 4 40 E; Western Central Pacific Ocean"
12066,"BM.1946,55(10)",,"BM.1946,55(10), 15, HMS Egeria, 03/04/1893, 18 19 50 N; 114 6 45 E; Northwest Pacific Ocean"
12067,"BM.1946,55(11)",,"BM.1946,55(11), 14, HMS Egeria, 03/04/1893, 18 34 20 N; 113 55 25 E; Northwest Pacific Ocean"
12068,"BM.1946,55(2)",,"BM.1946,55(2), 48, HMS Egeria, 19/05/1893, 8 30 20 N; 109 10 20 E; Western Central Pacific Ocean"
12069,"BM.1946,55(4)",,"BM.1946,55(4), 41, HMS Egeria, 18/05/1893, 10 3 20 N; 110 23 50 E; Western Central Pacific Ocean"
12070,"BM.1946,55(5)",,"BM.1946,55(5), 35, HMS Egeria, 16/05/1893, 12 11 45 N; 112 25 5 E; Western Central Pacific Ocean"
12071,"BM.1946,55(7)",,"BM.1946,55(7), 27, HMS Egeria, 14/05/1893, 15 11 30 N; 114 13 0 E; Northwest Pacific Ocean"
12072,"BM.1946,55(8)",,"BM.1946,55(8), 19, HMS Egeria, 04/04/1893, 17 6 15 N; 114 24 45 E; Northwest Pacific Ocean"
12073,"BM.1946,55(9)",,"BM.1946,55(9), 18, HMS Egeria, 04/04/1893, 17 14 10 N; 114 25 50 E; Northwest Pacific Ocean"
12074,"BM.1946,56(1)",Small spec,"BM.1946,56(1), 150, HMS Waterwitch, 29/05/1895, 16 56 10 S; 179 32 30 W; Western Central Pacific Ocean"
12075,"BM.1946,56(10)",,"BM.1946,56(10), 130, HMS Waterwitch, 20/05/1895, 19 45 30 S; 177 35 45 E; Western Central Pacific Ocean"
12076,"BM.1946,56(11)",,"BM.1946,56(11), 117, HMS Waterwitch, 16/05/1895, 28 30 8 S; 175 9 3 E; Southwest Pacific Ocean"
12077,"BM.1946,56(12)",,"BM.1946,56(12), 129 a, HMS Waterwitch, 19/05/1895, 20 31 21 S; 177 19 23 E; Western Central Pacific Ocean"
12078,"BM.1946,56(13)",,"BM.1946,56(13), 128, HMS Waterwitch, 19/05/1895, 21 12 15 S; 177 5 53 E; Western Central Pacific Ocean"
12079,"BM.1946,56(14)",,"BM.1946,56(14), 126, HMS Waterwitch, 18/05/1895, 23 9 15 S; 176 27 20 E; Western Central Pacific Ocean"
12080,"BM.1946,56(15)",,"BM.1946,56(15), 125, HMS Waterwitch, 18/05/1895, 24 8 30 S; 176 8 30 E; Western Central Pacific Ocean"
12081,"BM.1946,56(16)",,"BM.1946,56(16), 124, HMS Waterwitch, 18/05/1895, 25 0 18 S; 175 55 0 E; Southwest Pacific Ocean"
12082,"BM.1946,56(17)",,"BM.1946,56(17), 123, HMS Waterwitch, 17/05/1895, 25 59 24 S; 175 33 0 E; Southwest Pacific Ocean"
12083,"BM.1946,56(18)",,"BM.1946,56(18), 118, HMS Waterwitch, 16/05/1895, 28 19 18 S; 174 52 18 E; Southwest Pacific Ocean"
12084,"BM.1946,56(19)",,"BM.1946,56(19), 120, HMS Waterwitch, 16/05/1895, 28 19 30 S; 175 34 42 E; Southwest Pacific Ocean"
12085,"BM.1946,56(2)",,"BM.1946,56(2), 145, HMS Waterwitch, 29/05/1895, 17 38 6 S; 179 53 28 E; Western Central Pacific Ocean"
12086,"BM.1946,56(20)",,"BM.1946,56(20), 115, HMS Waterwitch, 14/05/1895, 31 14 18 S; 174 0 18 E; Southwest Pacific Ocean"
12087,"BM.1946,56(21)",,"BM.1946,56(21), 114, HMS Waterwitch, 14/05/1895, 31 29 0 S; 173 45  E; Southwest Pacific Ocean"
12088,"BM.1946,56(23)",,"BM.1946,56(23), 113, HMS Waterwitch, 14/05/1895, 31 38 30 S; 174 4 42 E; Southwest Pacific Ocean"
12089,"BM.1946,56(24)",,"BM.1946,56(24), 110, HMS Waterwitch, 13/05/1895, 32 20 0 S; 174 14 0 E; Southwest Pacific Ocean"
12090,"BM.1946,56(25)",,"BM.1946,56(25), 107, HMS Waterwitch, 13/05/1895, 32 51 0 S; 173 49 48 E; Southwest Pacific Ocean"
12091,"BM.1946,56(26)",,"BM.1946,56(26), 97, HMS Waterwitch, 05/05/1895, 34 40 0 S; 154 3 0 E; Southwest Pacific Ocean"
12092,"BM.1946,56(27)",,"BM.1946,56(27), 98, HMS Waterwitch, 06/05/1895, 34 38 0 S; 157 22 0 E; Southwest Pacific Ocean"
12093,"BM.1946,56(28)",Small spec.,"BM.1946,56(28), 103, HMS Waterwitch, 11/05/1895, 35 0 0 S; 170 26 0 E; Southwest Pacific Ocean"
12094,"BM.1946,56(29)",Small spec,"BM.1946,56(29), 100, HMS Waterwitch, 09/05/1895, 35 8 0 S; 164 13 0 E; Southwest Pacific Ocean"
12095,"BM.1946,56(3)",,"BM.1946,56(3), 143, HMS Waterwitch, 28/05/1895, 18 5 24 S; 179 41 40 E; Western Central Pacific Ocean"
12096,"BM.1946,56(4)",,"BM.1946,56(4), 136, HMS Waterwitch, 21/05/1895, 18 12 40 S; 178 24 30 E; Western Central Pacific Ocean"
12097,"BM.1946,56(5)",1 t,"BM.1946,56(5), 135, HMS Waterwitch, 21/05/1895, 18 18 50 S; 178 24 43 E; Western Central Pacific Ocean"
12098,"BM.1946,56(6)",,"BM.1946,56(6), 141, HMS Waterwitch, 28/05/1895, 18 20 42 S; 179 17 40 E; Western Central Pacific Ocean"
12099,"BM.1946,56(7)",,"BM.1946,56(7), 134, HMS Waterwitch, 21/05/1895, 18 27 2 S; 178 27 0 E; Western Central Pacific Ocean"
12100,"BM.1946,56(8)",,"BM.1946,56(8), 133, HMS Waterwitch, 20/05/1895, 18 48 34 S; 178 0 30 E; Western Central Pacific Ocean"
12101,"BM.1946,56(9)",,"BM.1946,56(9), 131, HMS Waterwitch, 20/05/1895, 19 9 0 S; 177 52 40 E; Western Central Pacific Ocean"
12102,"BM.1946,55(6)",,"BM.1946,55(6), 29, HMS Egeria, 15/05/1893, 14 35 42 N; 113 39 0 E; Western Central Pacific Ocean"
12103,"BM.1946,56(22)",,"BM.1946,56(22), 113, HMS Waterwitch, 14/05/1895, 31 30 30 S; 174 13 0 E; Southwest Pacific Ocean"
12104,"BM.1949,1(47)",,"BM.1949,1(47), 54, HMS Penguin, 17/07/1893, 10 46 47 S; 148 18 3 E; Western Central Pacific Ocean"
12105,"BM.1949,1(1)",,"BM.1949,1(1), 10, HMS Waterwitch, 1894, 34 56 9 N; 11 46 30 W; Eastern Central Atlantic Ocean"
12106,"BM.1949,1(10)",,"BM.1949,1(10), 69, HMS Egeria, 29/05/1894, 37 13 5 N; 6 44 10 E; Northeast Atlantic Ocean"
12107,"BM.1949,1(100)",Small spec,"BM.1949,1(100), 305, HMS Penguin, 15/08/1895, 15 50 12 S; 176 48 42 W; Western Central Pacific Ocean"
12108,"BM.1949,1(101)",Small spec,"BM.1949,1(101), 325, HMS Penguin, 18/08/1895, 15 5 36 S; 174 20  W; Eastern Central Pacific Ocean"
12109,"BM.1949,1(102)",Small spec,"BM.1949,1(102), 333, HMS Penguin, 21/08/1895, 15 32 28 S; 172 3 32 W; Eastern Central Pacific Ocean"
12110,"BM.1949,1(103)",,"BM.1949,1(103), 335, HMS Penguin, 21/08/1895, 15 52 54 S; 172 36 49 W; Eastern Central Pacific Ocean"
12111,"BM.1949,1(104)",,"BM.1949,1(104), 150, HMS Waterwitch, 29/05/1895, 16 56 10 S; 179 32 30 W; Western Central Pacific Ocean"
12112,"BM.1949,1(105)",,"BM.1949,1(105), 260, HMS Penguin, 09/08/1895, 16 54 30 S; 179 32  W; Western Central Pacific Ocean"
12113,"BM.1949,1(106)",,"BM.1949,1(106), 261, HMS Penguin, 10/08/1895, 16 48 0 S; 179 20 54 W; Western Central Pacific Ocean"
12114,"BM.1949,1(107)",,"BM.1949,1(107), 262, HMS Penguin, 10/08/1895, 16 38 24 S; 179 13 18 W; Western Central Pacific Ocean"
12115,"BM.1949,1(108)",small specimen,"BM.1949,1(108), 235, HMS Penguin, 02/02/1895, 16 39 0 S; 179 5 8 W; Western Central Pacific Ocean"
12116,"BM.1949,1(109)",,"BM.1949,1(109), 263, HMS Penguin, 10/08/1895, 16 23 0 S; 178 2 45 W; Western Central Pacific Ocean"
12117,"BM.1949,1(11)",,"BM.1949,1(11), 68, HMS Egeria, 29/05/1894, 37 12 40 N; 6 57  E; Northeast Atlantic Ocean"
12118,"BM.1949,1(110)",,"BM.1949,1(110), 279, HMS Penguin, 12/08/1895, 16 2 48 S; 177 16 29 W; Western Central Pacific Ocean"
12119,"BM.1949,1(112)",,"BM.1949,1(112), 283, HMS Penguin, 13/08/1895, 16 4 48 S; 177 10 0 W; Western Central Pacific Ocean"
12120,"BM.1949,1(113)",Small spec,"BM.1949,1(113), 337, HMS Penguin, 22/08/1895, 16 46 49 S; 173 41 15 W; Eastern Central Pacific Ocean"
12121,"BM.1949,1(114)",Small spec,"BM.1949,1(114), 336, HMS Penguin, 22/08/1895, 16 28 48 S; 173 1 24 W; Eastern Central Pacific Ocean"
12122,"BM.1949,1(115)",,"BM.1949,1(115), 151, HMS Waterwitch, 29/05/1895, 16 45 15 S; 179 16 30 W; Western Central Pacific Ocean"
12123,"BM.1949,1(116)",,"BM.1949,1(116), 149, HMS Waterwitch, 29/05/1895, 17 1 30 S; 179 41 40 W; Western Central Pacific Ocean"
12124,"BM.1949,1(117)",,"BM.1949,1(117), 149, HMS Waterwitch, 29/05/1895, 17 1 30 S; 179 41 40 W; Western Central Pacific Ocean"
12125,"BM.1949,1(118)",,"BM.1949,1(118), 259, HMS Penguin, 09/08/1895, 17 3 30 S; 179 43 12 W; Western Central Pacific Ocean"
12126,"BM.1949,1(119)",,"BM.1949,1(119), 258, HMS Penguin, 09/08/1895, 17 9 36 S; 179 50 36 W; Western Central Pacific Ocean"
12127,"BM.1949,1(12)",,"BM.1949,1(12), 67, HMS Egeria, 29/05/1894, 37 14 30 N; 7 9 45 E; Northeast Atlantic Ocean"
12128,"BM.1949,1(120)",,"BM.1949,1(120), 256, HMS Penguin, 09/08/1895, 17 31 36 S; 179 54 42 W; Western Central Pacific Ocean"
12129,"BM.1949,1(121)",,"BM.1949,1(121), 239, HMS Penguin, 03/08/1895, 17 18  S; 179 56 12 W; Western Central Pacific Ocean"
12130,"BM.1949,1(122)",Small spec,"BM.1949,1(122), 238, HMS Penguin, 03/08/1895, 17 12 54 S; 179 41 48 W; Western Central Pacific Ocean"
12131,"BM.1949,1(123)",,"BM.1949,1(123), 231, HMS Penguin, 02/08/1895, 17 1 12 S; 178 18 12 W; Western Central Pacific Ocean"
12132,"BM.1949,1(124)",,"BM.1949,1(124), 230, HMS Penguin, 02/08/1895, 17 25 49 S; 177 57 10 W; Western Central Pacific Ocean"
12133,"BM.1949,1(125)",,"BM.1949,1(125), 340, HMS Penguin, 23/08/1895, 17 47 24 S; 173 32 54 W; Eastern Central Pacific Ocean"
12134,"BM.1949,1(126)",1 small spec,"BM.1949,1(126), 339, HMS Penguin, 23/08/1895, 17 26 12 S; 173 24 42 W; Eastern Central Pacific Ocean"
12135,"BM.1949,1(127)",,"BM.1949,1(127), 228, HMS Penguin, 01/08/1895, 18 22 54 S; 177 8 8 W; Western Central Pacific Ocean"
12136,"BM.1949,1(128)",,"BM.1949,1(128), 342, HMS Penguin, 23/08/1895, 18 22 42 S; 173 50 18 W; Eastern Central Pacific Ocean"
12137,"BM.1949,1(129)",,"BM.1949,1(129), 341, HMS Penguin, 23/08/1895, 18 4 58 S; 173 42 5 W; Eastern Central Pacific Ocean"
12138,"BM.1949,1(13)",,"BM.1949,1(13), 65, HMS Egeria, 29/05/1894, 37 16 50 N; 7 32 30 E; Northeast Atlantic Ocean"
12139,"BM.1949,1(130)",,"BM.1949,1(130), 226, HMS Penguin, 01/08/1895, 19 24 14 S; 176 19 19 W; Western Central Pacific Ocean"
12140,"BM.1949,1(131)",,"BM.1949,1(131), 225, HMS Penguin, 01/08/1895, 19 51 54 S; 175 55 6 W; Western Central Pacific Ocean"
12141,"BM.1949,1(132)",Small sample,"BM.1949,1(132), 348, HMS Penguin, 26/08/1895, 19 37  S; 175 4 42 W; Western Central Pacific Ocean"
12142,"BM.1949,1(133)",,"BM.1949,1(133), 165, HMS Penguin, 23/02/1895, 20 45 30 S; 153 50 30 E; Western Central Pacific Ocean"
12143,"BM.1949,1(134)",,"BM.1949,1(134), 3, HMS Dart, 02/12/1892, 25 29  S; 164 16  E; Southwest Pacific Ocean"
12145,"BM.1949,1(136)",Small spec,"BM.1949,1(136), 6, HMS Dart, 28 29 30 S; 162 0  E; Southwest Pacific Ocean"
12146,"BM.1949,1(137)",,"BM.1949,1(137), 7, HMS Dart, 05/12/1892, 29 38  S; 161 8  E; Southwest Pacific Ocean"
12147,"BM.1949,1(138)",Small spec,"BM.1949,1(138), 121, HMS Waterwitch, 16/05/1895, 28 5  S; 175 17 0 W; Southwest Pacific Ocean"
12148,"BM.1949,1(139)",Small spec,"BM.1949,1(139), 363, HMS Penguin, 28/08/1895, 20 58 0 S; 175 17 6 W; Western Central Pacific Ocean"
12149,"BM.1949,1(14)",Small amount,"BM.1949,1(14), 64, HMS Egeria, 28/05/1894, 37 16 10 N; 7 43 45 E; Northeast Atlantic Ocean"
12150,"BM.1949,1(140)",Small spec,"BM.1949,1(140), 362, HMS Penguin, 27/08/1895, 20 55 9 S; 175 18 0 W; Western Central Pacific Ocean"
12151,"BM.1949,1(141)",1 spec,"BM.1949,1(141), 361, HMS Penguin, 27/08/1895, 20 51 1 S; 175 18 4 W; Western Central Pacific Ocean"
12152,"BM.1949,1(144)",Small spec,"BM.1949,1(144), 207, HMS Penguin, 24/07/1895, 21 55 16 S; 174 33 20 W; Eastern Central Pacific Ocean"
12153,"BM.1949,1(145)",Small spec,"BM.1949,1(145), 209, HMS Penguin, 25/07/1895, 21 20 24 S; 174 39 54 W; Eastern Central Pacific Ocean"
12154,"BM.1949,1(146)",,"BM.1949,1(146), 211, HMS Penguin, 25/07/1895, 21 13 6 S; 174 48 0 W; Eastern Central Pacific Ocean"
12155,"BM.1949,1(147)",,"BM.1949,1(147), 206, HMS Penguin, 24/07/1895, 22 21 12 S; 174 36 0 W; Eastern Central Pacific Ocean"
12156,"BM.1949,1(148)",,"BM.1949,1(148), 201, HMS Penguin, 22/07/1895, 25 11 50 S; 175 46 22 W; Southwest Pacific Ocean"
12157,"BM.1949,1(149)",,"BM.1949,1(149), 200, HMS Penguin, 22/07/1895, 25 52  S; 176 4 42 W; Southwest Pacific Ocean"
12158,"BM.1949,1(15)",,"BM.1949,1(15), 63, HMS Egeria, 18/05/1894, 34 53  N; 19 11  E; Eastern Central Atlantic Ocean"
12159,"BM.1949,1(150)",,"BM.1949,1(150), 199, HMS Penguin, 21/07/1895, 26 40 14 S; 176 16 0 W; Southwest Pacific Ocean"
12160,"BM.1949,1(151)",,"BM.1949,1(151), 196, HMS Penguin, 20/07/1895, 29 14 33 S; 177 31 34 W; Southwest Pacific Ocean"
12161,"BM.1949,1(152)",,"BM.1949,1(152), 8, HMS Dart, 06/12/1892, 30 53 15 S; 159 46 0 E; Southwest Pacific Ocean"
12162,"BM.1949,1(153)",,"BM.1949,1(153), 9, HMS Dart, 07/12/1892, 32 29 20 S; 158 41 0 E; Southwest Pacific Ocean"
12163,"BM.1949,1(154)",,"BM.1949,1(154), 9, HMS Dart, 07/12/1892, 32 29 20 S; 158 41 0 E; Southwest Pacific Ocean"
12164,"BM.1949,1(155)",,"BM.1949,1(155), 12, HMS Dart, 07/12/1892, 32 22 3 S; 158 48 40 E; Southwest Pacific Ocean"
12165,"BM.1949,1(156)",,"BM.1949,1(156), 12, HMS Dart, 07/12/1892, 32 22 3 S; 158 48 40 E; Southwest Pacific Ocean"
12166,"BM.1949,1(157)",,"BM.1949,1(157), 172, HMS Penguin, 27/06/1895, 38 35 37 S; 159 39 55 E; Southwest Pacific Ocean"
12167,"BM.1949,1(158)",,"BM.1949,1(158), 179, HMS Penguin, 01/07/1895, 36 52 24 S; 169 56 15 E; Southwest Pacific Ocean"
12168,"BM.1949,1(159)",,"BM.1949,1(159), 176, HMS Penguin, 29/06/1895, 37 26 47 S; 165 26 6 E; Southwest Pacific Ocean"
12169,"BM.1949,1(16)",,"BM.1949,1(16), 62, HMS Egeria, 17/05/1894, 34 26  N; 21 14  E; Eastern Central Atlantic Ocean"
12170,"BM.1949,1(160)",,"BM.1949,1(160), 178, HMS Penguin, 30/06/1895, 37 7 36 S; 168 19 20 E; Southwest Pacific Ocean"
12171,"BM.1949,1(161)",,"BM.1949,1(161), 395, HMS Penguin, 05/01/1896, 37 18 2 S; 179 27 9 E; Southwest Pacific Ocean"
12172,"BM.1949,1(162)",,"BM.1949,1(162), 173, HMS Penguin, 28/06/1895, 38 14 42 S; 161 30 41 E; Southwest Pacific Ocean"
12173,"BM.1949,1(163)",,"BM.1949,1(163), III, HMS Waterwitch, 14/05/1895, 31 35 18 S; 174 25 0 E; Southwest Pacific Ocean"
12174,"BM.1949,1(164)",,"BM.1949,1(164), 181, HMS Penguin, 05/07/1895, 33 46 9 S; 173 32 6 E; Southwest Pacific Ocean"
12175,"BM.1949,1(165)",,"BM.1949,1(165), HMS Penguin, 17/07/1895, 34 18 44 S; 179 31 46 E; Southwest Pacific Ocean"
12176,"BM.1949,1(166)",,"BM.1949,1(166), 180, HMS Penguin, 04/07/1895, 35 24 0 S; 170 53 32 E; Southwest Pacific Ocean"
12177,"BM.1949,1(167)",,"BM.1949,1(167), 397, HMS Penguin, 06/01/1896, 38 59 0 S; 179 11 0 E; Southwest Pacific Ocean"
12178,"BM.1949,1(168)",,"BM.1949,1(168), 396, HMS Penguin, 05/01/1896, 38 9 7 S; 179 33 2 E; Southwest Pacific Ocean"
12179,"BM.1949,1(169)",,"BM.1949,1(169), 398, HMS Penguin, 06/01/1896, 39 48 2 S; 178 49 6 E; Southwest Pacific Ocean"
12180,"BM.1949,1(17)",,"BM.1949,1(17), 61, HMS Egeria, 17/05/1894, 34 5 45 N; 22 42 10 E; Eastern Central Atlantic Ocean"
12181,"BM.1949,1(170)",,"BM.1949,1(170), 192, HMS Penguin, 19/07/1895, 31 9 35 S; 178 3 22 E; Southwest Pacific Ocean"
12182,"BM.1949,1(171)",,"BM.1949,1(171), 399, HMS Penguin, 06/01/1896, 40 37 5 S; 178 28 9 E; Southwest Pacific Ocean"
12183,"BM.1949,1(172)",,"BM.1949,1(172), 402, HMS Penguin, 08/01/1876, 41 49 3 S; 175 54 3 E; Southwest Pacific Ocean"
12184,"BM.1949,1(173)",,"BM.1949,1(173), 401, HMS Penguin, 07/01/1896, 41 38 3 S; 176 56 0 E; Southwest Pacific Ocean"
12185,"BM.1949,1(174)",,"BM.1949,1(174), 400, HMS Penguin, 07/01/1896, 41 18 6 S; 177 49 3 E; Southwest Pacific Ocean"
12186,"BM.1949,1(175)",Small spec.,"BM.1949,1(175), 403, HMS Penguin, 11/01/1896, 43 13 5 S; 174 47 7 E; Southwest Pacific Ocean"
12187,"BM.1949,1(176)",Small spec.,"BM.1949,1(176), 406, HMS Penguin, 13/01/1896, 45 55 0 S; 172 46 8 E; Southwest Pacific Ocean"
12188,"BM.1949,1(177)",Small spec,"BM.1949,1(177), 408, HMS Penguin, 14/01/1896, 46 37 0 S; 171 2 7 E; Southwest Pacific Ocean"
12189,"BM.1949,1(178)",Small spec.,"BM.1949,1(178), 407, HMS Penguin, 14/01/1896, 46 21 3 S; 171 50 7 E; Southwest Pacific Ocean"
12190,"BM.1949,1(179)",Full bottle,"BM.1949,1(179), 205, HMS Penguin, 24/07/1895, 22 51 34 S; 174 53 34 W; Eastern Central Pacific Ocean"
12191,"BM.1949,1(18)",,"BM.1949,1(18), 60, HMS Egeria, 16/05/1894, 33 45 45 N; 24 4 40 E; Eastern Central Atlantic Ocean"
12192,"BM.1949,1(180)",,"BM.1949,1(180), HMS Waterwitch, 1894, 31 4  N; 13 18  W; Eastern Central Atlantic Ocean"
12193,"BM.1949,1(19)",,"BM.1949,1(19), 59, HMS Egeria, 16/05/1894, 33 42  N; 24 24  E; Eastern Central Atlantic Ocean"
12194,"BM.1949,1(2)",,"BM.1949,1(2), 52, HMS Waterwitch, 1894, 21 6 48 N; 24 49 12 W; Eastern Central Atlantic Ocean"
12195,"BM.1949,1(20)",,"BM.1949,1(20), 8, HMS Penguin, 12/06/1893, 10 20 5 N; 121 44 7 E; Western Central Pacific Ocean"
12196,"BM.1949,1(21)",,"BM.1949,1(21), 5, HMS Penguin, 09/06/1893, 13 45 54 N; 119 36  E; Western Central Pacific Ocean"
12197,"BM.1949,1(22)",,"BM.1949,1(22), 2, HMS Penguin, 05/06/1893, 13 28  N; 119 32 42 E; Western Central Pacific Ocean"
12198,"BM.1949,1(23)",,"BM.1949,1(23), 7, HMS Penguin, 10/06/1893, 13 24 36 N; 119 35 30 E; Western Central Pacific Ocean"
12199,"BM.1949,1(24)",,"BM.1949,1(24), 3, HMS Penguin, 05/06/1893, 13 24 12 N; 119 28  E; Western Central Pacific Ocean"
12200,"BM.1949,1(25)",,"BM.1949,1(25), 4, HMS Penguin, 06/06/1893, 13 21 12 N; 119 37 42 E; Western Central Pacific Ocean"
12201,"BM.1949,1(26)",,"BM.1949,1(26), 10, HMS Penguin, 13/06/1893, 7 44 2 N; 121 48 45 E; Western Central Pacific Ocean"
12202,"BM.1949,1(27)",,"BM.1949,1(27), 10, HMS Penguin, 13/06/1893, 7 44 2 N; 121 48 45 E; Western Central Pacific Ocean"
12203,"BM.1949,1(28)",,"BM.1949,1(28), 12, HMS Penguin, 14/06/1893, 6 3 18 N; 122 42 6 E; Western Central Pacific Ocean"
12204,"BM.1949,1(29)",,"BM.1949,1(29), 13, HMS Penguin, 15/06/1893, 5 13 48 N; 123 7 19 E; Western Central Pacific Ocean"
12205,"BM.1949,1(3)",,"BM.1949,1(3), 53, HMS Waterwitch, 1894, 17 5 30 N; 24 25  W; Eastern Central Atlantic Ocean"
12206,"BM.1949,1(30)",,"BM.1949,1(30), 15, HMS Penguin, 16/06/1893, 3 8 57 N; 124 8 57 E; Northwest Pacific Ocean"
12207,"BM.1949,1(31)",,"BM.1949,1(31), 16, HMS Penguin, 17/06/1893, 1 26 31 N; 125 44 36 E; Western Central Pacific Ocean"
12208,"BM.1949,1(33)",,"BM.1949,1(33), 18, HMS Penguin, 18/06/1893, 1 2 8 S; 126 15 8 E; Western Central Pacific Ocean"
12209,"BM.1949,1(34)",,"BM.1949,1(34), 19, HMS Penguin, 19/06/1893, 2 37 0 S; 127 6 0 E; Western Central Pacific Ocean"
12210,"BM.1949,1(35)",,"BM.1949,1(35), 23, HMS Penguin, 13/11/1891, 4 28 56 S; 128 2 12 E; Western Central Pacific Ocean"
12211,"BM.1949,1(36)",,"BM.1949,1(36), 24, HMS Penguin, 13/11/1891, 4 8 58 S; 128 4 26 E; Western Central Pacific Ocean"
12212,"BM.1949,1(37)",Very small sample,"BM.1949,1(37), 22, HMS Penguin, 13/11/1891, 4 50 41 S; 127 58 57 E; Western Central Pacific Ocean"
12213,"BM.1949,1(38)",,"BM.1949,1(38), 20, HMS Penguin, 12/11/1891, 5 38 9 S; 127 47 40 E; Western Central Pacific Ocean"
12214,"BM.1949,1(39)",,"BM.1949,1(39), 17, HMS Penguin, 11/11/1891, 6 55 52 S; 128 40 0 E; Western Central Pacific Ocean"
12215,"BM.1949,1(4)",,"BM.1949,1(4), 54, HMS Waterwitch, 1894, 16 1  N; 24 1  W; Eastern Central Atlantic Ocean"
12216,"BM.1949,1(40)",,"BM.1949,1(40), 14, HMS Penguin, 05/11/1891, 7 33 28 S; 128 52 24 E; Western Central Pacific Ocean"
12217,"BM.1949,1(41)",,"BM.1949,1(41), HMS Penguin, 27/06/1893, 8 26 48 S; 135 26 48 E; Western Central Pacific Ocean"
12218,"BM.1949,1(42)",,"BM.1949,1(42), HMS Penguin, /11/1893, 8 3  S; 157 50  E; Western Central Pacific Ocean"
12219,"BM.1949,1(43)",,"BM.1949,1(43), 67, HMS Waterwitch, 1894, 19 1 50 S; 11 21  E; Southeast Atlantic Ocean"
12220,"BM.1949,1(44)",,"BM.1949,1(44), 68, HMS Waterwitch, 1894, 19 20  S; 11 32  E; Southeast Atlantic Ocean"
12221,"BM.1949,1(45)",,"BM.1949,1(45), 69, HMS Waterwitch, 1894, 19 37 30 S; 11 42 15 E; Southeast Atlantic Ocean"
12222,"BM.1949,1(46)",,"BM.1949,1(46), 70, HMS Waterwitch, 1894, 19 50 15 S; 11 49 30 E; Southeast Atlantic Ocean"
12223,"BM.1949,1(48)",,"BM.1949,1(48), 56, HMS Penguin, 18/07/1893, 10 52 45 S; 149 56 30 E; Western Central Pacific Ocean"
12224,"BM.1949,1(49)",,"BM.1949,1(49), 51, HMS Penguin, 15/07/1893, 11 12 48 S; 145 53 30 E; Western Central Pacific Ocean"
12225,"BM.1949,1(5)",,"BM.1949,1(5), 60, HMS Waterwitch, 1894, 2 23 30 N; 6 51 45 W; Eastern Central Atlantic Ocean"
12226,"BM.1949,1(50)",,"BM.1949,1(50), 77, HMS Waterwitch, 1894, 21 38 45 S; 13 7 15 E; Southeast Atlantic Ocean"
